"studyid","domain","usubjid","subjid","rfstdtc","rfendtc","siteid","brthdtc","age","agetxt","ageu","sex","species","strain","sbstrain","armcd","arm","setcd"
"GLP003","DM","107001470","2109","2007-06-12","2007-07-11T09:41:50",,"2007-04-09",64,,"DAYS","M",,,,"2","Control Water","2"
"GLP003","DM","107001456","2110","2007-06-12","2007-07-11T09:41:58",,"2007-04-09",64,,"DAYS","M",,,,"2","Control Water","2"
"GLP003","DM","107001351","2111","2007-06-12","2007-07-24T09:55:49",,"2007-04-09",64,,"DAYS","M",,,,"2R","Recovery Control Water","2"
"GLP003","DM","107001382","2112","2007-06-12","2007-07-24T09:56:00",,"2007-04-09",64,,"DAYS","M",,,,"2R","Recovery Control Water","2"
"GLP003","DM","107001362","2113","2007-06-12","2007-07-24T09:56:08",,"2007-04-09",64,,"DAYS","M",,,,"2R","Recovery Control Water","2"
"GLP003","DM","107001363","2114","2007-06-12","2007-07-24T09:56:14",,"2007-04-09",64,,"DAYS","M",,,,"2R","Recovery Control Water","2"
"GLP003","DM","107001473","2115","2007-06-12","2007-07-24T09:56:27",,"2007-04-09",64,,"DAYS","M",,,,"2R","Recovery Control Water","2"
"GLP003","DM","107001525","2201","2007-06-14","2007-07-12T11:00:05",,"2007-04-09",66,,"DAYS","F",,,,"2","Control Water","2"
"GLP003","DM","107001541","2202","2007-06-14","2007-07-12T11:00:11",,"2007-04-09",66,,"DAYS","F",,,,"2","Control Water","2"
"GLP003","DM","107001579","2203","2007-06-14","2007-07-12T11:00:15",,"2007-04-09",66,,"DAYS","F",,,,"2","Control Water","2"
"GLP003","DM","107001534","2204","2007-06-14","2007-07-12T11:00:23",,"2007-04-09",66,,"DAYS","F",,,,"2","Control Water","2"
"GLP003","DM","107001629","2205","2007-06-14","2007-06-21T09:21:28",,"2007-04-09",66,,"DAYS","F",,,,"2","Control Water","2"
"GLP003","DM","107001511","2206","2007-06-14","2007-07-12T11:00:28",,"2007-04-09",66,,"DAYS","F",,,,"2","Control Water","2"
"GLP003","DM","107001620","2207","2007-06-14","2007-07-13T10:34:49",,"2007-04-09",66,,"DAYS","F",,,,"2","Control Water","2"
"GLP003","DM","107001641","2208","2007-06-14","2007-07-13T10:35:01",,"2007-04-09",66,,"DAYS","F",,,,"2","Control Water","2"
"GLP003","DM","107001602","2209","2007-06-14","2007-07-13T10:35:06",,"2007-04-09",66,,"DAYS","F",,,,"2","Control Water","2"
"GLP003","DM","107001513","2210","2007-06-14","2007-07-13T10:35:11",,"2007-04-09",66,,"DAYS","F",,,,"2","Control Water","2"
"GLP003","DM","107001556","2211","2007-06-14","2007-07-26T11:39:44",,"2007-04-09",66,,"DAYS","F",,,,"2R","Recovery Control Water","2"
"GLP003","DM","107001561","2212","2007-06-14","2007-07-26T11:39:50",,"2007-04-09",66,,"DAYS","F",,,,"2R","Recovery Control Water","2"
"GLP003","DM","107001559","2213","2007-06-14","2007-07-26T11:40:03",,"2007-04-09",66,,"DAYS","F",,,,"2R","Recovery Control Water","2"
"GLP003","DM","107001609","2214","2007-06-14","2007-07-26T11:40:10",,"2007-04-09",66,,"DAYS","F",,,,"2R","Recovery Control Water","2"
"GLP003","DM","107001563","2215","2007-06-14","2007-07-26T11:40:16",,"2007-04-09",66,,"DAYS","F",,,,"2R","Recovery Control Water","2"
"GLP003","DM","107001441","3101","2007-06-12","2007-07-10T11:33:44",,"2007-04-09",64,,"DAYS","M",,,,"3","Low Dose","3"
"GLP003","DM","107001488","3102","2007-06-12","2007-07-10T11:33:52",,"2007-04-09",64,,"DAYS","M",,,,"3","Low Dose","3"
"GLP003","DM","107001431","3103","2007-06-12","2007-07-10T11:33:58",,"2007-04-09",64,,"DAYS","M",,,,"3","Low Dose","3"
"GLP003","DM","107001394","3104","2007-06-12","2007-07-10T11:34:03",,"2007-04-09",64,,"DAYS","M",,,,"3","Low Dose","3"
"GLP003","DM","107001480","3105","2007-06-12","2007-07-10T11:34:10",,"2007-04-09",64,,"DAYS","M",,,,"3","Low Dose","3"
"GLP003","DM","107001411","3106","2007-06-12","2007-07-11T09:42:17",,"2007-04-09",64,,"DAYS","M",,,,"3","Low Dose","3"
"GLP003","DM","107001433","3107","2007-06-12","2007-07-11T09:42:23",,"2007-04-09",64,,"DAYS","M",,,,"3","Low Dose","3"
"GLP003","DM","107001375","3108","2007-06-12","2007-07-11T09:42:29",,"2007-04-09",64,,"DAYS","M",,,,"3","Low Dose","3"
"GLP003","DM","107001381","3109","2007-06-12","2007-07-11T09:42:34",,"2007-04-09",64,,"DAYS","M",,,,"3","Low Dose","3"
"GLP003","DM","107001416","3110","2007-06-12","2007-07-11T09:42:42",,"2007-04-09",64,,"DAYS","M",,,,"3","Low Dose","3"
"GLP003","DM","107001386","3111","2007-06-12","2007-07-24T09:56:34",,"2007-04-09",64,,"DAYS","M",,,,"3R","Recovery Low Dose","3"
"GLP003","DM","107001379","3112","2007-06-12","2007-07-24T09:56:40",,"2007-04-09",64,,"DAYS","M",,,,"3R","Recovery Low Dose","3"
"GLP003","DM","107001432","3113","2007-06-12","2007-07-24T09:56:46",,"2007-04-09",64,,"DAYS","M",,,,"3R","Recovery Low Dose","3"
"GLP003","DM","107001478","3114","2007-06-12","2007-07-24T09:56:52",,"2007-04-09",64,,"DAYS","M",,,,"3R","Recovery Low Dose","3"
"GLP003","DM","107001491","3115","2007-06-12","2007-07-24T09:56:57",,"2007-04-09",64,,"DAYS","M",,,,"3R","Recovery Low Dose","3"
"GLP003","DM","107001570","3201","2007-06-14","2007-07-12T11:00:35",,"2007-04-09",66,,"DAYS","F",,,,"3","Low Dose","3"
"GLP003","DM","107001618","3202","2007-06-14","2007-07-12T11:00:41",,"2007-04-09",66,,"DAYS","F",,,,"3","Low Dose","3"
"GLP003","DM","107001520","3203","2007-06-14","2007-07-12T11:00:47",,"2007-04-09",66,,"DAYS","F",,,,"3","Low Dose","3"
"GLP003","DM","107001553","3204","2007-06-14","2007-07-12T11:00:52",,"2007-04-09",66,,"DAYS","F",,,,"3","Low Dose","3"
"GLP003","DM","107001540","3205","2007-06-14","2007-07-12T11:01:03",,"2007-04-09",66,,"DAYS","F",,,,"3","Low Dose","3"
"GLP003","DM","107001562","3206","2007-06-14","2007-07-13T10:35:17",,"2007-04-09",66,,"DAYS","F",,,,"3","Low Dose","3"
"GLP003","DM","107001631","3207","2007-06-14","2007-07-13T10:35:26",,"2007-04-09",66,,"DAYS","F",,,,"3","Low Dose","3"
"GLP003","DM","107001499","3208","2007-06-14","2007-07-13T10:35:32",,"2007-04-09",66,,"DAYS","F",,,,"3","Low Dose","3"
"GLP003","DM","107001552","3209","2007-06-14","2007-07-13T10:35:38",,"2007-04-09",66,,"DAYS","F",,,,"3","Low Dose","3"
"GLP003","DM","107001505","3210","2007-06-14","2007-07-13T10:35:45",,"2007-04-09",66,,"DAYS","F",,,,"3","Low Dose","3"
"GLP003","DM","107001637","3211","2007-06-14","2007-07-26T11:40:23",,"2007-04-09",66,,"DAYS","F",,,,"3R","Recovery Low Dose","3"
"GLP003","DM","107001612","3212","2007-06-14","2007-07-26T11:40:29",,"2007-04-09",66,,"DAYS","F",,,,"3R","Recovery Low Dose","3"
"GLP003","DM","107001574","3213","2007-06-14","2007-07-26T11:40:38",,"2007-04-09",66,,"DAYS","F",,,,"3R","Recovery Low Dose","3"
"GLP003","DM","107001519","3214","2007-06-14","2007-07-26T11:40:47",,"2007-04-09",66,,"DAYS","F",,,,"3R","Recovery Low Dose","3"
"GLP003","DM","107001589","3215","2007-06-14","2007-07-26T11:40:53",,"2007-04-09",66,,"DAYS","F",,,,"3R","Recovery Low Dose","3"
"GLP003","DM","107001447","4101","2007-06-12","2007-07-10T11:34:15",,"2007-04-09",64,,"DAYS","M",,,,"4","Intermediate Dose","4"
"GLP003","DM","107001414","4102","2007-06-12","2007-07-10T11:34:28",,"2007-04-09",64,,"DAYS","M",,,,"4","Intermediate Dose","4"
"GLP003","DM","107001400","4103","2007-06-12","2007-07-10T11:34:34",,"2007-04-09",64,,"DAYS","M",,,,"4","Intermediate Dose","4"
"GLP003","DM","107001454","4104","2007-06-12","2007-07-10T11:34:45",,"2007-04-09",64,,"DAYS","M",,,,"4","Intermediate Dose","4"
"GLP003","DM","107001393","4105","2007-06-12","2007-07-10T11:34:51",,"2007-04-09",64,,"DAYS","M",,,,"4","Intermediate Dose","4"
"GLP003","DM","107001355","4106","2007-06-12","2007-07-11T09:42:56",,"2007-04-09",64,,"DAYS","M",,,,"4","Intermediate Dose","4"
"GLP003","DM","107001426","4107","2007-06-12","2007-07-11T09:43:01",,"2007-04-09",64,,"DAYS","M",,,,"4","Intermediate Dose","4"
"GLP003","DM","107001424","4108","2007-06-12","2007-07-11T09:43:10",,"2007-04-09",64,,"DAYS","M",,,,"4","Intermediate Dose","4"
"GLP003","DM","107001438","4109","2007-06-12","2007-07-11T09:43:20",,"2007-04-09",64,,"DAYS","M",,,,"4","Intermediate Dose","4"
"GLP003","DM","107001404","4110","2007-06-12","2007-07-11T09:43:29",,"2007-04-09",64,,"DAYS","M",,,,"4","Intermediate Dose","4"
"GLP003","DM","107001482","4111","2007-06-12","2007-07-24T09:57:03",,"2007-04-09",64,,"DAYS","M",,,,"4R","Recovery Intermediate Dose","4"
"GLP003","DM","107001486","4112","2007-06-12","2007-07-24T09:57:08",,"2007-04-09",64,,"DAYS","M",,,,"4R","Recovery Intermediate Dose","4"
"GLP003","DM","107001398","4113","2007-06-12","2007-07-24T09:57:18",,"2007-04-09",64,,"DAYS","M",,,,"4R","Recovery Intermediate Dose","4"
"GLP003","DM","107001445","4114","2007-06-12","2007-07-24T09:57:25",,"2007-04-09",64,,"DAYS","M",,,,"4R","Recovery Intermediate Dose","4"
"GLP003","DM","107001399","4115","2007-06-12","2007-07-24T09:57:31",,"2007-04-09",64,,"DAYS","M",,,,"4R","Recovery Intermediate Dose","4"
"GLP003","DM","107001583","4201","2007-06-14","2007-07-12T11:01:10",,"2007-04-09",66,,"DAYS","F",,,,"4","Intermediate Dose","4"
"GLP003","DM","107001517","4202","2007-06-14","2007-07-12T11:01:14",,"2007-04-09",66,,"DAYS","F",,,,"4","Intermediate Dose","4"
"GLP003","DM","107001545","4203","2007-06-14","2007-07-12T11:01:23",,"2007-04-09",66,,"DAYS","F",,,,"4","Intermediate Dose","4"
"GLP003","DM","107001547","4204","2007-06-14","2007-07-12T11:01:28",,"2007-04-09",66,,"DAYS","F",,,,"4","Intermediate Dose","4"
"GLP003","DM","107001627","4205","2007-06-14","2007-07-12T11:01:34",,"2007-04-09",66,,"DAYS","F",,,,"4","Intermediate Dose","4"
"GLP003","DM","107001565","4206","2007-06-14","2007-07-13T10:35:50",,"2007-04-09",66,,"DAYS","F",,,,"4","Intermediate Dose","4"
"GLP003","DM","107001643","4207","2007-06-14","2007-07-13T10:35:55",,"2007-04-09",66,,"DAYS","F",,,,"4","Intermediate Dose","4"
"GLP003","DM","107001515","4208","2007-06-14","2007-07-13T10:35:59",,"2007-04-09",66,,"DAYS","F",,,,"4","Intermediate Dose","4"
"GLP003","DM","107001521","4209","2007-06-14","2007-07-13T10:36:09",,"2007-04-09",66,,"DAYS","F",,,,"4","Intermediate Dose","4"
"GLP003","DM","107001508","4210","2007-06-14","2007-07-13T10:36:16",,"2007-04-09",66,,"DAYS","F",,,,"4","Intermediate Dose","4"
"GLP003","DM","107001584","4211","2007-06-14","2007-07-26T11:40:59",,"2007-04-09",66,,"DAYS","F",,,,"4R","Recovery Intermediate Dose","4"
"GLP003","DM","107001566","4212","2007-06-14","2007-07-26T11:41:09",,"2007-04-09",66,,"DAYS","F",,,,"4R","Recovery Intermediate Dose","4"
"GLP003","DM","107001644","4213","2007-06-14","2007-07-26T11:41:17",,"2007-04-09",66,,"DAYS","F",,,,"4R","Recovery Intermediate Dose","4"
"GLP003","DM","107001587","4214","2007-06-14","2007-07-26T11:41:25",,"2007-04-09",66,,"DAYS","F",,,,"4R","Recovery Intermediate Dose","4"
"GLP003","DM","107001638","4215","2007-06-14","2007-07-26T11:41:37",,"2007-04-09",66,,"DAYS","F",,,,"4R","Recovery Intermediate Dose","4"
"GLP003","DM","107001449","5101","2007-06-12","2007-07-10T11:34:58",,"2007-04-09",64,,"DAYS","M",,,,"5","High Dose","5"
"GLP003","DM","107001392","5102","2007-06-12","2007-07-10T11:35:05",,"2007-04-09",64,,"DAYS","M",,,,"5","High Dose","5"
"GLP003","DM","107001495","5103","2007-06-12","2007-07-10T11:35:11",,"2007-04-09",64,,"DAYS","M",,,,"5","High Dose","5"
"GLP003","DM","107001391","5104","2007-06-12","2007-07-10T11:35:17",,"2007-04-09",64,,"DAYS","M",,,,"5","High Dose","5"
"GLP003","DM","107001477","5105","2007-06-12","2007-07-10T11:35:22",,"2007-04-09",64,,"DAYS","M",,,,"5","High Dose","5"
"GLP003","DM","107001369","5106","2007-06-12","2007-07-11T09:43:40",,"2007-04-09",64,,"DAYS","M",,,,"5","High Dose","5"
"GLP003","DM","107001461","5107","2007-06-12","2007-07-11T09:45:57",,"2007-04-09",64,,"DAYS","M",,,,"5","High Dose","5"
"GLP003","DM","107001376","5108","2007-06-12","2007-07-11T09:46:10",,"2007-04-09",64,,"DAYS","M",,,,"5","High Dose","5"
"GLP003","DM","107001420","5109","2007-06-12","2007-07-11T09:46:20",,"2007-04-09",64,,"DAYS","M",,,,"5","High Dose","5"
"GLP003","DM","107001350","5110","2007-06-12","2007-07-11T09:46:40",,"2007-04-09",64,,"DAYS","M",,,,"5","High Dose","5"
"GLP003","DM","107001474","5111","2007-06-12","2007-07-24T09:57:41",,"2007-04-09",64,,"DAYS","M",,,,"5R","Recovery High Dose","5"
"GLP003","DM","107001446","5112","2007-06-12","2007-07-24T09:57:48",,"2007-04-09",64,,"DAYS","M",,,,"5R","Recovery High Dose","5"
"GLP003","DM","107001485","5113","2007-06-12","2007-07-24T09:58:00",,"2007-04-09",64,,"DAYS","M",,,,"5R","Recovery High Dose","5"
"GLP003","DM","107001435","5114","2007-06-12","2007-07-24T09:58:20",,"2007-04-09",64,,"DAYS","M",,,,"5R","Recovery High Dose","5"
"GLP003","DM","107001383","5115","2007-06-12","2007-07-24T09:58:27",,"2007-04-09",64,,"DAYS","M",,,,"5R","Recovery High Dose","5"
"GLP003","DM","107001533","5201","2007-06-14","2007-07-12T11:01:39",,"2007-04-09",66,,"DAYS","F",,,,"5","High Dose","5"
"GLP003","DM","107001617","5202","2007-06-14","2007-07-12T11:01:46",,"2007-04-09",66,,"DAYS","F",,,,"5","High Dose","5"
"GLP003","DM","107001578","5203","2007-06-14","2007-07-12T11:01:51",,"2007-04-09",66,,"DAYS","F",,,,"5","High Dose","5"
"GLP003","DM","107001571","5204","2007-06-14","2007-07-12T11:02:02",,"2007-04-09",66,,"DAYS","F",,,,"5","High Dose","5"
"GLP003","DM","107001532","5205","2007-06-14","2007-07-12T11:02:07",,"2007-04-09",66,,"DAYS","F",,,,"5","High Dose","5"
"GLP003","DM","107001522","5206","2007-06-14","2007-07-13T10:36:21",,"2007-04-09",66,,"DAYS","F",,,,"5","High Dose","5"
"GLP003","DM","107001610","5207","2007-06-14","2007-07-13T10:36:34",,"2007-04-09",66,,"DAYS","F",,,,"5","High Dose","5"
"GLP003","DM","107001504","5208","2007-06-14","2007-07-13T10:36:48",,"2007-04-09",66,,"DAYS","F",,,,"5","High Dose","5"
"GLP003","DM","107001536","5209","2007-06-14","2007-07-13T10:36:58",,"2007-04-09",66,,"DAYS","F",,,,"5","High Dose","5"
"GLP003","DM","107001633","5210","2007-06-14","2007-07-13T10:37:08",,"2007-04-09",66,,"DAYS","F",,,,"5","High Dose","5"
"GLP003","DM","107001628","5211","2007-06-14","2007-07-26T11:41:42",,"2007-04-09",66,,"DAYS","F",,,,"5R","Recovery High Dose","5"
"GLP003","DM","107001554","5212","2007-06-14","2007-07-26T11:41:48",,"2007-04-09",66,,"DAYS","F",,,,"5R","Recovery High Dose","5"
"GLP003","DM","107001598","5213","2007-06-14","2007-07-26T11:41:53",,"2007-04-09",66,,"DAYS","F",,,,"5R","Recovery High Dose","5"
"GLP003","DM","107001555","5214","2007-06-14","2007-07-26T11:42:01",,"2007-04-09",66,,"DAYS","F",,,,"5R","Recovery High Dose","5"
"GLP003","DM","107001588","5215","2007-06-14","2007-07-26T11:42:08",,"2007-04-09",66,,"DAYS","F",,,,"5R","Recovery High Dose","5"
"GLP003","DM","107001374","6101","2007-06-12","2007-07-10T14:30:55",,"2007-04-09",64,,"DAYS","M",,,,"1","Control Vehicle","6"
"GLP003","DM","107001490","6102","2007-06-12","2007-07-10T14:31:01",,"2007-04-09",64,,"DAYS","M",,,,"1","Control Vehicle","6"
"GLP003","DM","107001487","6103","2007-06-12","2007-07-10T14:31:07",,"2007-04-09",64,,"DAYS","M",,,,"1","Control Vehicle","6"
"GLP003","DM","107001349","6104","2007-06-12","2007-07-10T14:31:12",,"2007-04-09",64,,"DAYS","M",,,,"1","Control Vehicle","6"
"GLP003","DM","107001358","6105","2007-06-12","2007-07-10T14:31:20",,"2007-04-09",64,,"DAYS","M",,,,"1","Control Vehicle","6"
"GLP003","DM","107001390","6106","2007-06-12","2007-07-10T14:31:25",,"2007-04-09",64,,"DAYS","M",,,,"1","Control Vehicle","6"
"GLP003","DM","107001459","6107","2007-06-12","2007-07-10T14:31:30",,"2007-04-09",64,,"DAYS","M",,,,"1","Control Vehicle","6"
"GLP003","DM","107001468","6108","2007-06-12","2007-07-10T14:31:35",,"2007-04-09",64,,"DAYS","M",,,,"1","Control Vehicle","6"
"GLP003","DM","107001360","6109","2007-06-12","2007-07-10T14:31:43",,"2007-04-09",64,,"DAYS","M",,,,"1","Control Vehicle","6"
"GLP003","DM","107001516","6201","2007-06-14","2007-07-12T11:04:23",,"2007-04-09",66,,"DAYS","F",,,,"1","Control Vehicle","6"
"GLP003","DM","107001607","6202","2007-06-14","2007-07-12T11:04:28",,"2007-04-09",66,,"DAYS","F",,,,"1","Control Vehicle","6"
"GLP003","DM","107001614","6203","2007-06-14","2007-06-17T11:04:10",,"2007-04-09",66,,"DAYS","F",,,,"1","Control Vehicle","6"
"GLP003","DM","107001580","6204","2007-06-14","2007-07-12T11:04:33",,"2007-04-09",66,,"DAYS","F",,,,"1","Control Vehicle","6"
"GLP003","DM","107001640","6205","2007-06-14","2007-07-12T11:04:37",,"2007-04-09",66,,"DAYS","F",,,,"1","Control Vehicle","6"
"GLP003","DM","107001573","6206","2007-06-14","2007-07-12T11:04:43",,"2007-04-09",66,,"DAYS","F",,,,"1","Control Vehicle","6"
"GLP003","DM","107001635","6207","2007-06-14","2007-07-12T11:04:48",,"2007-04-09",66,,"DAYS","F",,,,"1","Control Vehicle","6"
"GLP003","DM","107001597","6208","2007-06-14","2007-07-12T11:04:53",,"2007-04-09",66,,"DAYS","F",,,,"1","Control Vehicle","6"
"GLP003","DM","107001613","6209","2007-06-14","2007-07-12T11:04:58",,"2007-04-09",66,,"DAYS","F",,,,"1","Control Vehicle","6"
"GLP003","DM","107001373","7101","2007-06-12","2007-07-10T14:31:48",,"2007-04-09",64,,"DAYS","M",,,,"2","Control Water","7"
"GLP003","DM","107001481","7102","2007-06-12","2007-07-10T14:31:54",,"2007-04-09",64,,"DAYS","M",,,,"2","Control Water","7"
"GLP003","DM","107001457","7103","2007-06-12","2007-07-10T14:32:03",,"2007-04-09",64,,"DAYS","M",,,,"2","Control Water","7"
"GLP003","DM","107001418","7104","2007-06-12","2007-07-10T14:32:08",,"2007-04-09",64,,"DAYS","M",,,,"2","Control Water","7"
"GLP003","DM","107001479","7105","2007-06-12","2007-07-10T14:32:13",,"2007-04-09",64,,"DAYS","M",,,,"2","Control Water","7"
"GLP003","DM","107001498","7106","2007-06-12","2007-07-10T14:32:19",,"2007-04-09",64,,"DAYS","M",,,,"2","Control Water","7"
"GLP003","DM","107001371","7107","2007-06-12","2007-07-10T14:32:24",,"2007-04-09",64,,"DAYS","M",,,,"2","Control Water","7"
"GLP003","DM","107001489","7108","2007-06-12","2007-07-10T14:32:31",,"2007-04-09",64,,"DAYS","M",,,,"2","Control Water","7"
"GLP003","DM","107001451","7109","2007-06-12","2007-07-10T14:32:37",,"2007-04-09",64,,"DAYS","M",,,,"2","Control Water","7"
"GLP003","DM","107001542","7201","2007-06-14","2007-07-12T11:05:05",,"2007-04-09",66,,"DAYS","F",,,,"2","Control Water","7"
"GLP003","DM","107001639","7202","2007-06-14","2007-07-12T11:05:10",,"2007-04-09",66,,"DAYS","F",,,,"2","Control Water","7"
"GLP003","DM","107001577","7203","2007-06-14","2007-07-12T11:05:16",,"2007-04-09",66,,"DAYS","F",,,,"2","Control Water","7"
"GLP003","DM","107001551","7204","2007-06-14","2007-07-12T11:05:23",,"2007-04-09",66,,"DAYS","F",,,,"2","Control Water","7"
"GLP003","DM","107001603","7205","2007-06-14","2007-07-12T11:05:29",,"2007-04-09",66,,"DAYS","F",,,,"2","Control Water","7"
"GLP003","DM","107001648","7206","2007-06-14","2007-07-12T11:05:34",,"2007-04-09",66,,"DAYS","F",,,,"2","Control Water","7"
"GLP003","DM","107001626","7207","2007-06-14","2007-07-12T11:06:07",,"2007-04-09",66,,"DAYS","F",,,,"2","Control Water","7"
"GLP003","DM","107001606","7208","2007-06-14","2007-07-12T11:05:58",,"2007-04-09",66,,"DAYS","F",,,,"2","Control Water","7"
"GLP003","DM","107001600","7209","2007-06-14","2007-07-12T11:06:14",,"2007-04-09",66,,"DAYS","F",,,,"2","Control Water","7"
"GLP003","DM","107001407","8101","2007-06-12","2007-07-10T14:32:45",,"2007-04-09",64,,"DAYS","M",,,,"3","Low Dose","8"
"GLP003","DM","107001436","8102","2007-06-12","2007-07-10T14:32:50",,"2007-04-09",64,,"DAYS","M",,,,"3","Low Dose","8"
"GLP003","DM","107001395","8103","2007-06-12","2007-07-10T14:32:56",,"2007-04-09",64,,"DAYS","M",,,,"3","Low Dose","8"
